newsid	title	itemid
N27333	Diabetes tied to increased risk of hidden spinal fractures	1279
N55322	"Border officials: ""Consequences"" deterring migrant families and kids"	3422
N60670	White House: Regulating tobacco is a 'huge waste of time' for FDA	3798
N27770	Gary Danielson: 'I don't care what Alabama says… he's not the Tua Tagovailoa that started the season'	1313
N41979	Jeffrey Epstein wasn't trafficking women   and he didn't kill himself, brother says	2406
N58081	Flooded Venice had tourists taking selfies and residents in tears	3614
N11565	Building reservoir to cut Lake O discharges to begin in May; SFWMD board OKs 1st contract	115
N53075	U.N. Query on Syria Hospital Bombings May Be Undermined by Russia Pressure, Limited Scope	3244
N57327	Please Don't Yell at Your Dog!	3563
N49712	Wisconsin bus driver saves children wandering in snow, as deadly Arctic air mass grips US	2982
N47576	10 reasons it's better to rent rather than buy a home	2818
N56113	Avoid the Biggest Weight Loss Mistakes With These 4 Strategies	3478
N10447	Jim Edmonds Calls Police on Meghan King Edmonds Out of ''Concern'' For Their Kids	31
N12843	Who's scheduled to publicly testify next in Trump's impeachment hearings	205
N8855	What Gas Stations Were Like In 1957	4331
N59380	Fiancee of victim killed in Hard Rock Hotel accident describes his final moments	3698
N43433	RCS opts for eLearning Day on Nov. 19, ex-Test assistant principal resigns	2518
N51161	Ex-TCU QB Trevone Boykin arrested for violating his bond, records show	3079
N63835	5 struggling teams that can still make NFL playoffs	4051
N18862	Trailer - Soul	669
N53346	'Ghost ship' found in Lake Michigan	3275
N58553	Prince Harry and Meghan Markle Will Reportedly Visit Oprah While in California	3643
N11784	Spot the Dog One Out - Pooch Fades Into the Crowd as Sheep Stop Traffic	129
N48487	The latest on Brad Pitt and Angelina Jolie's post-split relationship, plus more news	2883
N36086	Horrific details emerge in 'barbaric' murder of 1999 Jane Doe	1954
N27742	Missouri took 'extreme actions' to limit reproductive rights, House panel hears	1308
N31482	Suge Knight Becomes A New Grandfather While Behind Bars, It's A Girl!	1602
N15855	"A body-language expert says Meghan Markle is ""politely disconnecting"" from the public, and honestly, we would too"	457
N6471	Santa Clarita students made an active shooter video. Two months later, they took shelter in fear	4122
N3727	Shawn Johnson Names Newborn Daughter After 'the Most Incredible Person I Know'	2056
N1917	Colorado's J.T. Bale named as Burlsworth Trophy nominee	694
N61571	Here's How To Score Buy One Get One Free Whoppers From Burger King	3870
N16283	Wrestling referee warned Rep. Jim Jordan about Ohio State doctor's sex misconduct, new lawsuit says	482
N28345	Kristen Bell's Cozy Look Is a Lesson in Winter Airport Fashion	1355
N34949	Another delay: 2 high schools closed from asbestos will not reopen as scheduled in January, superintendent says	1862
N41817	Cleveland Browns waive troubled wide receiver Antonio Callaway; reportedly faces 10-game suspension	2395
N37174	A man perched between two traffic lights at busy New York intersection taken down by NYPD	2046
N59586	US, Europeans clash on jihadists' fate in Islamic State talks	3713
N47401	Your turkey timeline: what to do and when for the perfect holiday roast	2802
N42634	The Latest Weight Loss Pills That Work And the Ones That Don't	2456
N64724	Tax-Filing in 2020: What Is My Tax Bracket?	4123
N23184	Long-term celebrity couples who won't get married	994
N569	Seattle mission in need of turkeys for Thanksgiving dinner for the homeless	3536
N42457	Meghan Markle and Prince Harry Won't Spend Christmas with Queen Elizabeth at Sandringham This Year	2445
N42956	The latest rules controversy involves Team USA's disqualification for a player scorecard mix-up at premier amateur championship	2481
N13964	Yasiel Puig could be target for Marlins, reuniting him with Don Mattingly?	297
N22417	Divers salvage 100-year-old liquor from WWI shipwreck	934
N252	Why Men Take So Much Pride in Eating a Lot of Food	1131
N61760	The 21 most iconic CMA Awards performances	3881
N43580	The best weight-loss advice to borrow from popular diets	2528
N57359	Washington police announce arrest of 'Potomac River rapist'	3567
N2307	NASA Faulted for 'Unnecessary' $287.2 Million Boeing Payment	982
N61969	AP FACT CHECK: GOP presses empty Ukraine meddling theory	3900
N61880	Dean Martin's Daughter Speaks Out About John Legend's New Version of 'Baby, It's Cold Outside'	3893
N11516	Does Matt Bevin owe Trump for not losing by more votes to Beshear? Republicans think so	109
N11556	13 Facts About Native Americans You Didn't Learn in History Class	114
N23675	How to Make Chicken Parm Spaghetti Squash	1032
N21710	Trump Muddies Impeachment Timeline	884
N16120	Stephanie Parze's Car Is at Home. So Is Her Phone. But She's Missing.	470
N64971	Baltimore records 300 homicides for fifth consecutive year	4138
N62801	3 students allegedly plotted to attack their middle school: Officials	3962
N7155	1957 Chevy Packs an 850hp LS Punch	4214
N7342	What Happens When Your Cruise Has to Rescue Another Ship	4230
N48740	I've been writing about tiny homes for a year and finally spent 2 nights in a 300-foot home to see what it's all about   here's how it went	2915
N11542	The 23 Best Kitchen Gifts Under $25 in 2019	112
N59257	At least 2 dead, multiple injured in California school shooting	3688
N42670	Cannabis Use Disorder is Rising in U.S. States Where Weed is Legal	2458
N31143	Fire Ants and Spiders Inspire Metal That Can't Sink	1577
N18978	Impeachment Hearings Open With Revelation on Trump's Ukraine Pressure	682
N1360	A New York City-themed Aquarium Is Opening in the American Dream Mall	267
N44528	Vaping harms more than just your lungs	2593
N34063	Maryland Food Bank, WBAL-TV partner for Feed a Friend Phone-a-Thon	1801
N12769	Trump asks Supreme Court to shield his tax returns from prosecutors, setting up historic separation-of-powers showdown	200
N41463	Voyager 2′s journey beyond the solar system reveals new cosmic secrets	2376
N3256	Here's the sweet story behind the sparkly dress scientist wore to NASA	1694
N7670	The 20-Minute Fresh Tomato Sauce You'll Actually Want to Make This Winter	4252
N53017	Kendall Jenner Wore the Tiniest Dress to Go Jewelry Shopping	3237
N22978	The Best (and Worst) Store-Bought Onion Rings, Ranked	974
N26811	Popeyes stabbing: Suspect arrested in fatal attack after waiting in line for sandwich	1243
N50797	Illegal Botox manifested as 'leggings' seized at DHL	3056
N28800	Suspected Potomac River Rapist Arrested After 29 Years: Police	1385
N882	Browns OC says he is not taking over play-calling duties from Freddie Kitchens	4328
N39707	Costco Shoppers Are Loving This $9 Eggnog Wine Cocktail	2257
N6645	How To Make Garlic Bread Mac & Cheese By Rachael	4167
N37936	Democrats can win these key states if they play it smart	2113
N54171	Bootcamp Classes Helped This Guy Get Ripped in His 40s	3337
N8492	Silicon Valley has a diversity problem, and the Afrotech conference draws some of the biggest names in tech to help fix it	4305
N49284	Ford v Ferrari: How Much the Stars Drove, Where the Cars Came From, and More	2955
N64273	Watch: 'The View' Versus Donald Trump Jr.: Loud, Low Blows, Politics, Scandals And Great TV	4089
N56395	Why courts should be able to fight back if Trump defies them	3499
N14137	MetLife Stadium searching for the famous black cat from 'Monday Night Football'	315
N26179	Kristen Stewart is planning to propose to her girlfriend, plus more celeb love life news for early November 2019	1191
N22840	Court to rehear law on adoptions of Native American children	967
N41452	Carnival Cruise Line, Uplift Partner to Offer Pay-Over-Time Options	2375
N56394	'Please stop': Patrick Frazee's ex-girlfriend reveals Kelsey Berreth's last words at murder trial	3498
N24509	Interior designers reveal the 10 decorating rules you should never break	1087
N20879	Pentagon: Revenue from Syria oil fields going to Kurdish-led forces	826
N28257	Meghan McCain confronts Trump Jr.: 'You and your family have hurt a lot of people'	1348
N51253	Best and Worst Run States in America: A Survey of All 50	3086
N18531	17 Biggest Holiday Dos and Don'ts for Your Home	644
N14246	Aaron Rodgers hints that lack of rest was the issue in L.A.	325
N17759	Texas High Schoolers Design and Build Prosthetic Arm for Student So She Can Play the Cello	593
N64249	Redditor creates a massive, working AirPod replica that's pretty impossible to lose	4087
N55173	Most compelling matchups in college football Week 11	3409
N34676	Whole Foods Recalls Dozens of Vegetable Products Nationwide	1841
N48596	Woman who jumped into Bronx Zoo lion exhibit arrested for trespassing	2894
N25123	Elon Musk Says Starship Launches Will Cost 1% of NASA Costs	1127
N62344	Orangutan granted legal personhood moves to Florida	3924
N3894	What Happens When a Plane Collides with a Flock of Birds?	2189
N15676	Iowan convicted of murder claims his life-sentence was served once he died, was revived in medical emergency. The court disagrees.	445
N62805	Daring rescue attempt when dog winds up on roof	3963
N22617	Katie Holmes' best fashion of 2019	950
N21358	Gwyneth Paltrow says her feelings about Harvey Weinstein are complicated	857
N37011	Ashley Graham Says She Has a Major Case of Pregnancy Brain But What Is That?	2032
N62959	Nike hit with another damning op-ed: 'I was emotionally and physically abused'	3977
N14523	2020 Corvette Doesn't Like The Snow, Crashes On Detroit Highway	352
N38049	EXCLUSIVE-Trump administration rule changes to ease gun exports progress, sources	2117
N31170	I tried most of Wegmans' fresh and made-to-order food options and some of it was better than a restaurant meal	1579
N62227	These are the best times to visit New York City	3913
N31688	Chevrolet Performance Reveals New Small Block Crate Engine	1623
N14522	This Is How Long Wine Lasts After You've Opened The Bottle	351
N37204	Model, 23, Didn't Know She Was Pregnant Until She Gave Birth to a Full-Term Baby in Her Bathroom	2048
N22600	Austin Officer To Be Honored For Good Works	948
N496	Fashion hits and misses from the 2019 Country Music Association Awards	2974
N41336	Vegetable Recall Impacts Grocers, Consumers In Washington	2369
N55555	2019 CMA Awards: See the best photos from inside and backstage	3435
N8508	Horse Surprises and Delights Passengers on San Francisco-Bound Train	4308
N27940	Democrats discussing multiple articles of impeachment against Trump	1326
N8519	Kristen Stewart Just Made Leather Bras a Thing, and We're All For It	4310
N50592	This Italian Beach is Going to Start Charging Admission	3045
N31285	Another Palm Beach County juror may be jailed in new contempt case	1589
N45581	49ers kicker Robbie Gould has quad injury; McLaughlin joining team	2653
N43065	'New T-Mobile' announces budget plan for $15 monthly and 5G coming Dec. 6	2493
N27324	Contractor begins work in attempt to extinguish mine fire in Plum	1278
N40509	One of FBI's Most Wanted fugitives offers surrender	2308
N55434	What It's Like to Have 'Bad Skin' and Work on TV	3429
N22471	Pro disqualified from Q-School for failing to sign scorecard	938
N7642	Woman delivered a speech to NASA wearing sequin dress so girls would see a 'sparkly scientist'	4249
N60364	Teresa Giudice, daughters reunite with Joe in Italy: See the pic!	3772
N16931	Twinkies Cereal coming to a grocer near you	527
N22189	Oops! Olivia Munn Didn't Mean to Debut Relationship With Tucker Roberts	914
N45317	Aviation-Inspired Travel Experiences on the East and West Coast	2636
N26319	All the details on Jennifer Lawrence and Cooke Maroney's honeymoon, plus more news	1204
N25315	Two sisters raise thousands to buy 108 Thanksgiving meals and turkeys for families in need	1137
N52294	Trailer - Wendy	3173
N19400	Statement   or testimony   expected next week from man accused of killing Mollie Tibbetts	707
N25712	Giancarlo Stanton wants Yankees to sign both Gerrit Cole, Stephen Strasburg	1160
N43016	Online Shopping Secrets Retailers Don't Want You To Know	2488
N28445	Precious metals get crushed as end-of-the-world trade implodes	1361
N15361	Jimmy Dean's Sausage-Scented Wrapping Paper Is Back For The Holidays	417
N38779	'One in a million' deer captured on camera in Michigan woods	2176
N4218	10 hospitalized after insulin administered instead of flu shots	2421
N37729	Sears says it has secured a $250 million lifeline, will close 96 stores	2091
N64640	Kaia Gerber wears 'P' necklace after outings with Pete Davidson	4117
N14159	Photos from space reveal what climate change looks like, from melting Arctic ice to rampant California fires	317
N24161	In Virginia, progressive Democrats say Green New Deal helped turn statehouse blue	1062
N19265	Russell Wilson is MVP front-runner and his signature moment is within grasp	702
N209	6 Very Good Recipes That Prove an Air Fryer Belongs in Your Kitchen	828
N35403	'Beautiful boys': Victims in Mexico ambush remembered at funerals	1900
